,0
1898,8263
1899,8415
1900,8436
1901,9249
1902,16336
1903,1704
1904,2163
1905,2110
1906,4697
1907,4858
1908,5748
1909,6229
1910,7168
1911,7170
1912,7453
1913,7525
1914,8621
1915,8622
1916,8662
1917,9103
1918,9654
1919,10865
1920,10950
1921,11728
1922,13597
1923,16137
1924,16138
1925,17825
1926,20031
1927,944
1928,1028
1929,1731
1930,3434
1931,5407
1932,5510
1933,6436
1934,8993
1935,13138
1936,13805
1937,13818
1938,13941
1939,14605
1940,16527
1941,20971
1942,327
1943,391
1944,990
1945,2799
1946,2954
1947,9138
1948,18916
1949,100
1950,104
1951,134
1952,149
1953,168
1954,220
1955,240
1956,270
1957,279
1958,285
1959,288
1960,300
1961,310
1962,326
1963,361
1964,363
1965,382
1966,383
1967,454
1968,493
1969,496
1970,512
1971,543
1972,558
1973,564
1974,569
1975,604
1976,631
1977,632
1978,654
1979,660
1980,683
1981,757
1982,768
1983,775
1984,788
1985,793
1986,797
1987,807
1988,810
1989,844
1990,862
1991,880
1992,889
1993,938
1994,974
1995,998
1996,1019
1997,1022
1998,1055
1999,1059
2000,1082
2001,1102
2002,1112
2003,1136
2004,1182
2005,1194
2006,1197
2007,1211
2008,1225
2009,1235
2010,1271
2011,1283
2012,1304
2013,1331
2014,1333
2015,1348
2016,1388
2017,1400
2018,1464
2019,1468
2020,1470
2021,1508
2022,1536
2023,1546
2024,1562
2025,1600
2026,1626
2027,1666
2028,1728
2029,1747
2030,1772
2031,1826
2032,1887
2033,1893
2034,1906
2035,1932
2036,1949
2037,1954
2038,1975
2039,2064
2040,2097
2041,2151
2042,2152
2043,2187
2044,2195
2045,2216
2046,2255
2047,2299
2048,2503
2049,2572
2050,2610
2051,2663
2052,2664
2053,2704
2054,2717
2055,2812
2056,2835
2057,2864
2058,2868
2059,2875
2060,2900
2061,2916
2062,2918
2063,2980
2064,2989
2065,3048
2066,3109
2067,3223
2068,3286
2069,3306
2070,3309
2071,3363
2072,3372
2073,3389
2074,3596
2075,3686
2076,3779
2077,3820
2078,3853
2079,3931
2080,3972
2081,3988
2082,4237
2083,4314
2084,4413
2085,4482
2086,4584
2087,4665
2088,5061
2089,5171
2090,5237
2091,5431
2092,5591
2093,5654
2094,5794
2095,5796
2096,5815
2097,5882
2098,6028
2099,6034
2100,6069
2101,6095
2102,6227
2103,6257
2104,6318
2105,6354
2106,6360
2107,6385
2108,6629
2109,6655
2110,6845
2111,6877
2112,6907
2113,6931
2114,7073
2115,7085
2116,7131
2117,7160
2118,7272
2119,7292
2120,7351
2121,7455
2122,7457
2123,7465
2124,7594
2125,7597
2126,7668
2127,7954
2128,7965
2129,7992
2130,8016
2131,8302
2132,8409
2133,8530
2134,8987
2135,9250
2136,9284
2137,9354
2138,9400
2139,9699
2140,9760
2141,9769
2142,9881
2143,10116
2144,10422
2145,10639
2146,10994
2147,11001
2148,11026
2149,11045
2150,11120
2151,11164
2152,11261
2153,11847
2154,11850
2155,12064
2156,12082
2157,12179
2158,12227
2159,12652
2160,12721
2161,12737
2162,12853
2163,12857
2164,12874
2165,12897
2166,12914
2167,12971
2168,12978
2169,12995
2170,13048
2171,13067
2172,13123
2173,13146
2174,13357
2175,13650
2176,13849
2177,13858
2178,14161
2179,14186
2180,14258
2181,14361
2182,14630
2183,14654
2184,15026
2185,15047
2186,15048
2187,15051
2188,15170
2189,15198
2190,15211
2191,15228
2192,15333
2193,15342
2194,15471
2195,15619
2196,15648
2197,15742
2198,16010
2199,16249
2200,16424
2201,16734
2202,16851
2203,17082
2204,17307
2205,18030
2206,18401
2207,18506
2208,18644
2209,18839
2210,18968
2211,19106
2212,19217
2213,19226
2214,19791
2215,19941
2216,20416
2217,20788
2218,21048
2219,21063
2220,21096
2221,21297
2222,21316
2223,21332
2224,21629
2225,21743
2226,21863
2227,21998
2228,63
2229,239
2230,437
2231,451
2232,465
2233,540
2234,577
2235,662
2236,1107
2237,1118
2238,1125
2239,1165
2240,1188
2241,1336
2242,1409
2243,1517
2244,1534
2245,1574
2246,1642
2247,1729
2248,1796
2249,1835
2250,1880
2251,1940
2252,2030
2253,2162
2254,2189
2255,2467
2256,2637
2257,2771
2258,2829
2259,2998
2260,3193
2261,3207
2262,3326
2263,3484
2264,3740
2265,4113
2266,4604
2267,4851
2268,5306
2269,5412
2270,5747
2271,6185
2272,6483
2273,6538
2274,6542
2275,6765
2276,7514
2277,7526
2278,7766
2279,8523
2280,8590
2281,8598
2282,8699
2283,10191
2284,10277
2285,11627
2286,11726
2287,12432
2288,12482
2289,12728
2290,13366
2291,14494
2292,14540
2293,14555
2294,16537
2295,17645
2296,19833
2297,19862
2298,20216
2299,21105
2300,658
2301,1742
2302,2679
2303,3102
2304,3213
2305,3631
2306,3684
2307,4384
2308,5465
2309,5521
2310,7239
2311,13237
2312,18845
2313,21945
2314,158
2315,180
2316,295
2317,385
2318,628
2319,650
2320,743
2321,909
2322,968
2323,1104
2324,1484
2325,1805
2326,1849
2327,2154
2328,2230
2329,2947
2330,3420
2331,3541
2332,3587
2333,4019
2334,4414
2335,4592
2336,4903
2337,5638
2338,6862
2339,7116
2340,7216
2341,7600
2342,7871
2343,8014
2344,8858
2345,9273
2346,9404
2347,10516
2348,11904
2349,12072
2350,12078
2351,12125
2352,12464
2353,12890
2354,12898
2355,15094
2356,15356
2357,15773
2358,16923
2359,19359
2360,19404
2361,19993
2362,154
2363,423
2364,670
2365,676
2366,678
2367,868
2368,873
2369,887
2370,924
2371,943
2372,954
2373,1300
2374,1539
2375,1764
2376,1773
2377,1963
2378,2524
2379,2917
2380,3600
2381,3873
2382,3991
2383,4121
2384,5283
2385,5420
2386,8297
2387,8520
2388,8675
2389,8763
2390,10209
2391,10995
2392,12306
2393,15725
2394,18454
2395,9179
2396,189
2397,364
2398,370
2399,449
2400,629
2401,918
2402,1202
2403,2795
2404,4351
2405,5385
2406,6352
2407,6649
2408,7050
2409,7513
2410,7947
2411,8285
2412,8752
2413,10607
2414,11166
2415,11200
2416,11977
2417,13429
2418,13956
2419,15319
2420,15855
2421,61
2422,445
2423,2068
2424,9499
2425,10638
2426,23
2427,505
2428,618
2429,635
2430,935
2431,1440
2432,5353
2433,5437
2434,8248
2435,14045
2436,103
2437,194
2438,214
2439,291
2440,311
2441,371
2442,406
2443,469
2444,585
2445,613
2446,663
2447,708
2448,833
2449,841
2450,904
2451,1091
2452,1341
2453,1500
2454,1662
2455,1693
2456,1778
2457,2075
2458,2276
2459,2291
2460,2346
2461,2473
2462,2554
2463,2580
2464,3184
2465,3217
2466,3274
2467,3515
2468,3532
2469,3604
2470,3792
2471,3876
2472,3947
2473,4045
2474,4700
2475,5484
2476,6065
2477,6074
2478,6211
2479,6249
2480,6296
2481,6319
2482,6501
2483,7728
2484,8799
2485,8839
2486,11159
2487,12998
2488,18575
2489,593
2490,677
2491,736
2492,1755
2493,4243
2494,4369
2495,4832
2496,4936
2497,5421
2498,8337
2499,8918
2500,12345
2501,13836
2502,562
2503,2238
2504,16196
2505,725
2506,964
2507,1133
2508,1254
2509,1269
2510,1754
2511,1999
2512,2036
2513,2361
2514,2377
2515,2465
2516,2907
2517,3073
2518,3250
2519,3359
2520,3845
2521,4504
2522,4660
2523,5127
2524,5775
2525,5851
2526,6705
2527,7765
2528,8189
2529,8985
2530,9309
2531,10178
2532,11030
2533,11516
2534,11629
2535,12289
2536,12367
2537,13868
2538,18262
2539,19179
2540,19776
2541,22321
2542,400
2543,582
2544,800
2545,956
2546,975
2547,1042
2548,1095
2549,1142
2550,1241
2551,1790
2552,1953
2553,2044
2554,2053
2555,2092
2556,2093
2557,2153
2558,2390
2559,2764
2560,2929
2561,3141
2562,4108
2563,4175
2564,4970
2565,5160
2566,5205
2567,5959
2568,7749
2569,8863
2570,9503
2571,10993
2572,11609
2573,11820
2574,11821
2575,11822
2576,12008
2577,12678
2578,12909
2579,17139
2580,1317
2581,2039
2582,2239
2583,2414
2584,3195
2585,6298
2586,8991
2587,14515
2588,19438
2589,263
2590,390
2591,412
2592,1029
2593,1030
2594,1244
2595,1421
2596,1584
2597,1819
2598,3508
2599,4213
2600,4619
2601,5729
2602,6085
2603,6203
2604,10505
2605,11247
2606,13900
2607,17107
2608,20768
2609,5962
2610,6637
2611,18526
2612,136
2613,389
2614,413
2615,533
